Doctor Name,Experience,Speciality,Fees,Rating,Locality,City
Dr. Darshan Hiralal Vora,25,Dentist,500,99% ,Mulund West,Mumbai
Mr. Chaitanya Ulhas Mantri,16,Occupational Therapist,1000,99% ,Goregaon East,Mumbai
Dr. Nitin Dange,28,Neurosurgeon,5000,100% ,Parel,Mumbai
Dr. Kunal Shah,20,Orthopedist,600,96% ,Dahisar,Mumbai
Dr. Neeraj Kumar Tulara,22,General Physician,1600,94% ,Powai,Mumbai
Dr. Santosh Nayak,13,Dentist,500,99% ,Mahim,Mumbai
Dr. Prakash L Tejwani,19,Urologist,1000,97% ,Mira Road,Mumbai
Dr. Resham Vasani Bhojani,24,Dermatologist,1700,99% ,Matunga,Mumbai
Dr. Surinder Hansra,24,Cardiologist,1000,94% ,Kandivali East,Mumbai
Ms. Shamim Deshmukh,19,Psychologist,3000,97% ,Dahisar East,Mumbai
Dr. Sheel Vora,18,Dentist,500,98% ,Santacruz West,Mumbai
Dr. Raju Sahetya,44,Gynecologist/Obstetrician,1000,95% ,Malad West,Mumbai
Dr. Smita Pawar,12,Gynecologist/Obstetrician,500,98% ,Malad West,Mumbai
Ms. Kinjal M Jain,4,Hypnotherapist,1500,82% ,Mulund West,Mumbai
Dr. Miten L Pandya,27,Dentist,500,97% ,Vidyavihar,Mumbai
Dr. Ishan B. Thakkar,14,Homoeopath,1500,100% ,Borivali West,Mumbai
Dr. Bhooshan Pandit,21,Gastroenterologist,1600,90% ,Powai,Mumbai
Dr. Indu Khosla,35,Pediatrician,1000,99% ,Malad West,Mumbai
Dr. Ritesh Nazareth,22,Orthopedist,1000,99% ,Kalina,Mumbai
Dr. Sanjay S Chopra,12,Dermatologist,1100,96% ,Parel,Mumbai
Dr. Amol Akhade,19,Oncologist,1100,82% ,Powai,Mumbai
Dr. Rachayta Parikh Gala,12,Dentist,500,100% ,Vileparle West,Mumbai
Dr. Harish V. Dhuri,27,General Physician,700,84% ,Goregaon West,Mumbai
Dr. Jayesh M Ranawat,26,Ear-Nose-Throat (ENT) Specialist,2500,91% ,Tardeo,Mumbai
Ms. Renuka Gandhi,6,Psychologist,1050,100% ,Worli,Mumbai
Dr. Imran Shaikh,18,GastroIntestinal Surgeon,1400,100% ,Mira Road,Mumbai
Dr. Rahul Rane,18,Orthopedist,1200,95% ,Powai,Mumbai
Dr. Partho Bakshi,19,Ophthalmologist,1000,100% ,Chembur,Mumbai
Dr. Mehta Devangee Bakul   (Physiotherapist),16,Physiotherapist,3000,100% ,Prabhadevi,Mumbai
Dr. Rohan Patani,9,Dentist,500,99% ,Borivali West,Mumbai
Dr. Biswajeet Naidu,33,Orthopedist,2000,95% ,Chembur,Mumbai
Mr. Piyush Gujarathi,9,Audiologist,1500,100% ,Parel,Mumbai
Dr. Niraj Mahajan,24,Gynecologist/Obstetrician,800,96% ,Tardeo,Mumbai
Dr. Aparna Hegde,28,Gynecologist/Obstetrician,3000,97% ,Santacruz West,Mumbai
Dr. Anita Gupta,28,Ayurveda,2000,98% ,Mulund West,Mumbai
Dr. Rujuta Mehta,30,Orthopedist,1500,97% ,Santacruz West,Mumbai
Dr. Roopa Prasad,15,Gynecologist/Obstetrician,500,99% ,Malad West,Mumbai
Dr. Aparna Govil Bhasker,17,Bariatric Surgeon,1500,94% ,Chembur,Mumbai
Dr. Purushottam Vashistha,21,Gastroenterologist,1600,89% ,Powai,Mumbai
Dr. Hemant Bhandari,38,Orthopedist,800,97% ,Tardeo,Mumbai
Dr. Arjav Beswal,13,Dentist,500,97% ,Chembur East,Mumbai
Dr. Kunal  Makhija,16,Orthopedist,1500,98% ,Chembur,Mumbai
Dr. Shoaib Padaria Fakhruddin,41,Cardiologist,1500,82% ,Tardeo,Mumbai
Dr. Ashish Joshi,14,Oncologist,800,97% ,Tardeo,Mumbai
Dr. Rajiv Prakash Manek,13,Laparoscopic Surgeon,900,100% ,Mira Road,Mumbai
Dr. Namita M. Zaveri,32,General Practitioner,300,83% ,Chembur,Mumbai
Dr. Ketan Parikh Pravin,38,Pediatric Surgeon,2100,100% ,Powai,Mumbai
Dr. Amiti Shah,19,Plastic Surgeon,1500,93% ,Gamdevi,Mumbai
Dr. Shilpa Saple,23,Gynecologist/Obstetrician,2000,100% ,Santacruz West,Mumbai
Dr. Pravin Gore,23,General Surgeon,2000,95% ,Chembur,Mumbai
Dr. Aditi Singhi,20,Gynecologist/Obstetrician,1200,96% ,Chembur,Mumbai
Dr. Uddhavraj Dudhedia,26,Gynecologist/Obstetrician,1500,100% ,Santacruz West,Mumbai
Dr. Poonam Nautiyal,21,Gynecologist/Obstetrician,1500,99% ,Santacruz West,Mumbai
Dr. Nitin R Kochar,28,Ayurveda,2000,96% ,Goregaon West,Mumbai
Dr. Sanket Pisat,20,Gynecologist/Obstetrician,800,100% ,Andheri West,Mumbai
Dr. Nilesh  Vijay Chaudhary,14,Neurologist,1600,98% ,Powai,Mumbai
Dr. Suchita Pisat,16,Gynecologist/Obstetrician,800,100% ,Andheri West,Mumbai
Dr. Saloni Suchak,18,Gynecologist/Obstetrician,1000,99% ,Malad West,Mumbai
Dr. Laila Rajesh Dave,37,Gynecologist/Obstetrician,1500,89% ,Tardeo,Mumbai
Dr. Prashant Shetty,23,Dentist,200,99% ,Dahisar West,Mumbai
Dr. Sneh Mehta,12,Dentist,500,100% ,Ghatkopar East,Mumbai
Dr. Uday M Pawar,23,Spine And Pain Specialist,2500,93% ,Parel,Mumbai
Dr. Santosh Bangar,24,Psychiatrist,3850,100% ,Parel,Mumbai
Dr. Sashikant Parchure,23,Gynecologist/Obstetrician,61,100% ,Dadar East,Mumbai
Dr. Pradeep K Singh,32,Spine Surgeon,1000,85% ,Powai,Mumbai
Dr. Rakesh Pandia,29,Gynecologist/Obstetrician,2100,100% ,Malad West,Mumbai
Dr. Kailash Kothari,26,Spine And Pain Specialist,1000,92% ,Chembur,Mumbai
Dr. Anju Hajari,25,Gynecologist/Obstetrician,2000,98% ,Santacruz West,Mumbai
Dr. Bhavik Saglani,14,General Physician,1500,100% ,Tardeo,Mumbai
Dr. Dipesh Choubisa,9,Homoeopath,800,100% ,Chembur East,Mumbai
Dr. Saurabh Dani,23,Gynecologist/Obstetrician,1000,100% ,Malad West,Mumbai
Dr. Lakin Vira,14,General Surgeon,1500,100% ,Tardeo,Mumbai
Dr. Shreedhar Archik,36,Orthopedist,2350,93% ,Parel,Mumbai
Dr. Sanket Rane,13,Dentist,300,99% ,Jogeshwari East,Mumbai
Dr. Ramen Goel,37,Bariatric Surgeon,1500,96% ,Chembur,Mumbai
Dr. Shweta Shah,12,Gynecologist/Obstetrician,1500,100% ,Malad West,Mumbai
Dr. Tanushri Mukherjee,17,Pediatrician,1000,91% ,Malad West,Mumbai
Dr. Jalpa Bhuta,24,Psychiatrist,2000,83% ,Parel,Mumbai
Dr. Kaleem Khan,14,Dermatologist,1500,97% ,Santacruz West,Mumbai
Dr. Sweta Sinha,17,Cosmetologist,500,99% ,Ghatkopar East,Mumbai
Dr. Bhupendra S Avasthi,43,Pediatrician,2000,93% ,Santacruz West,Mumbai
Dr. Mona Gajre,27,Pediatrician,1600,100% ,Powai,Mumbai
Dr. Nitin M Narvekar,41,Gynecologist/Obstetrician,2000,100% ,Matunga,Mumbai
Dr. Vishal Parmar,13,Pediatrician,900,100% ,Mira Road,Mumbai
Dr. Suhas Vidyadhar Abhyankar,27,Plastic Surgeon,1000,98% ,Dadar East,Mumbai
Dr. Rajendra Sankpal,31,Dentist,600,95% ,Powai,Mumbai
Dr. Chandrashekhar Kulkarni,27,Cardiac Surgeon,2500,100% ,Parel,Mumbai
Dr. Nimesh Shah,31,General Surgeon,1850,89% ,Parel,Mumbai
Dr. Badshah Khan,21,Pediatrician,900,97% ,Mira Road,Mumbai
Dr. Sameer Sawant,22,Ophthalmologist,850,98% ,Santacruz East,Mumbai
Dr. Sandip Bipte,23,General Surgeon,2000,100% ,Chembur,Mumbai
Dr. Ajay Bagalkot,3,General Physician,700,100% ,Dadar,Mumbai
Dr. Gaurav Nitin Chaubal,19,Gastroenterologist,1850,100% ,Parel,Mumbai
Dr. Rahul R. Modi,16,Ear-Nose-Throat (ENT) Specialist,1300,95% ,Powai,Mumbai
Dr. Ganesh Kumar A.V,21,Cardiologist,2600,90% ,Powai,Mumbai
Dr. Vaishali Prasad,22,Dentist,700,83% ,Powai,Mumbai
Dr. Kashmira Chavan,17,Ear-Nose-Throat (ENT) Specialist,1600,80% ,Powai,Mumbai
Ms. Zubaida I Shaikh,22,Acupuncturist,1000,75% ,Andheri West,Mumbai
Dr. Nipaj S. Ashar,24,Dentist,500,99% ,Matunga,Mumbai
Dr. Sanyogita Y. Vichare,17,Ophthalmologist,600,98% ,Dadar,Mumbai
Dr. Nalini Bhat,34,Ear-Nose-Throat (ENT) Specialist,1950,75% ,Powai,Mumbai
Dr. Keyur A Sheth,21,Gastroenterologist,1500,88% ,Chembur,Mumbai
Dr. Sahil Nasir Fulara,12,General Physician,2500,100% ,Peddar Road,Mumbai
Dr. Vipul Mehrotra,29,Pediatrician,1200,98% ,Andheri East,Mumbai
Dr. Verdith Hegde,17,Ophthalmologist,500,97% ,Bhandup,Mumbai
Dr. Prashant Kewle,23,Ear-Nose-Throat (ENT) Specialist,1200,94% ,Chembur,Mumbai
Dr. Ankit Jain,13,Ear-Nose-Throat (ENT) Specialist,800,100% ,Tardeo,Mumbai
Dr. Kiran Katkar,38,Dermatologist,1200,93% ,Dadar West,Mumbai
Dr. Nirmal Nitin Gujarathi,17,Gynecologist/Obstetrician,1500,100% ,Santacruz West,Mumbai
Dr. Mandar Agashe,19,Orthopedist,2000,100% ,Santacruz West,Mumbai
Dr. Ashitesh Kumar,12,Dentist,500,100% ,Chembur East,Mumbai
Dr. Swati Shah,31,Gynecologist/Obstetrician,2200,100% ,Santacruz West,Mumbai
Dr. Gargi Merchant,12,Ophthalmologist,1200,100% ,Santacruz West,Mumbai
Dr. Meghna Dang,18,Dentist,500,95% ,Bandra West,Mumbai
Dr. Chintan Doshi,12,Orthopedist,2000,89% ,Santacruz West,Mumbai
Dr. Vanita Raut,43,Gynecologist/Obstetrician,1300,97% ,Powai,Mumbai
Dr. Rupal V Rana,22,General Physician,3600,94% ,Borivali West,Mumbai
Dr. Neelkanth Dhamnaskar,28,Orthopedist,1850,100% ,Parel,Mumbai
Dr. Bhavesh Acharya,34,Homoeopath,1500,98% ,Andheri East,Mumbai
Dr. Shyam V Desai,46,Gynecologist/Obstetrician,1200,100% ,Malad West,Mumbai
Dr. Vishwanathan Iyer,26,Neurosurgeon,2000,90% ,Ghatkopar West,Mumbai
Dr. Vibha Arora,22,Gynecologist/Obstetrician,1000,97% ,Malad West,Mumbai
Dr. Archana Ajit,36,Ear-Nose-Throat (ENT) Specialist,500,69% ,Vikhroli East,Mumbai
Dr. Hemlata Hardasani,27,Gynecologist/Obstetrician,1500,99% ,Andheri West,Mumbai
Dr. Deepika Doshi,12,Gynecologist/Obstetrician,800,90% ,Borivali West,Mumbai
Dr. Jui Mandke,21,Pediatric Surgeon,1500,100% ,Santacruz West,Mumbai
Dr. Kavin J. Shah,14,Dentist,500,100% ,JB Nagar,Mumbai
Dr. Utkarsh Pawar,11,Orthopedist,1500,98% ,Chembur,Mumbai
Dr. Chetan Bhambure,26,Cardiologist,1000,91% ,Mira Road,Mumbai
Dr. Sheeba Raveendran,35,Ayurveda,400,64% ,Borivali West,Mumbai
Dr. Ketan Parmar,35,Psychiatrist,1200,95% ,Borivali East,Mumbai
Dr. Vinod Rambal,41,Neurosurgeon,1000,100% ,Mira Road,Mumbai
Dr. Mansi Bhatt,7,Hair Transplant Surgeon,600,25% ,Prabhadevi,Mumbai
Dr. Kiran Shah,37,Gastroentrology Surgeon,1500,100% ,Tardeo,Mumbai
Dr. Akash S. Bhandari,10,Dentist,500,100% ,Colaba,Mumbai
Dr. Kaushik Gandhi,41,Dentist,800,50% ,Sion West,Mumbai
Dr. Sujit Korday,37,Orthopedist,1500,98% ,Santacruz West,Mumbai
Dr. Rajesh Kamdar,40,Dentist,800,98% ,Andheri West,Mumbai
Dr. Zeenat Bhalwani,22,Dermatologist,1500,99% ,Andheri West,Mumbai
Dr. Amit Gulati,16,Dermatologist,750,99% ,Malad West,Mumbai
Dr. Vipin L Mahurkar,26,Dentist,800,98% ,Borivali West,Mumbai
Dr. Mohan Vs,43,Dentist,800,94% ,Andheri East,Mumbai
Dr. Shilpa Bansal Agrawal,18,Gynecologist/Obstetrician,1500,99% ,Andheri West,Mumbai
Dr. Amit Chakraborty,16,Oncologist,2000,80% ,Powai,Mumbai
Dr. Om Parshuram Patil,13,Orthopedist,1500,100% ,Chembur,Mumbai
Dr. Gitika Sanodia,10,Dermatologist,1200,100% ,Powai,Mumbai
Dr. Ila Tyagi,31,Reproductive Endocrinologist (Infertility),1200,88% ,Chembur,Mumbai
Dr. Sanjeev Jain,36,Orthopedist,2100,73% ,Powai,Mumbai
Dr. Yusuf Kotawala,10,Ayurveda,250,96% ,Malad East,Mumbai
Dr. Zahra Hussain   (Physiotherapist),11,Physiotherapist,500,98% ,Colaba,Mumbai
Dr. Kavita Agarwal,41,General Physician,500,100% ,Kandivali East,Mumbai
Dr. Shirish Hastak,43,Neurologist,4100,100% ,Parel,Mumbai
Dr. Shailesh Pandey,25,Ear-Nose-Throat (ENT) Specialist,1000,98% ,Andheri West,Mumbai
Dr. Pooja Shukla,15,Gynecologist/Obstetrician,1100,98% ,Malad West,Mumbai
Dr. Anurag Agarwal,24,Ophthalmologist,700,98% ,Goregaon West,Mumbai
Dr. Sandeep Patel,25,Dentist,400,97% ,Bhandup West,Mumbai
Dr. Mihir Parekh,14,Dentist,300,97% ,Charni Road,Mumbai
Dr. Rajeev Dhir,35,Dermatologist,1500,84% ,Powai,Mumbai
Dr. Safiuddin,13,Orthopedist,1500,100% ,Tardeo,Mumbai
Dr. Mohammed Moin Abdul Rashid Holy,14,Dentist,500,99% ,Nagpada,Mumbai
Dr. Chitwan Dubey,24,Gynecologist/Obstetrician,1300,72% ,Powai,Mumbai
Dr. Sarang Deshpande,20,Orthopedist,900,86% ,Mira Road,Mumbai
Dr. Jyotsna Patel,23,Dentist,400,100% ,Bhandup West,Mumbai
Dr. Ajay Kakar,38,Dentist,700,67% ,Powai,Mumbai
Dr. Abhijit Joshi,26,General Surgeon,1100,100% ,Powai,Mumbai
Dr. Sulabhi Shyam,13,Dentist,500,100% ,Andheri West,Mumbai
Dr. Adip K shetty,15,Ear-Nose-Throat (ENT) Specialist,1200,97% ,Bandra West,Mumbai
Dr. Sachin Dalal,21,Gynecologist/Obstetrician,2500,93% ,Bhandup West,Mumbai
Dr. Sanjana.A,26,Ophthalmologist,1600,100% ,Powai,Mumbai
Dr. Pankaj Mistry,41,General Physician,2000,97% ,Vileparle East,Mumbai
Dr. Ashwin Borkar,18,Neurosurgeon,1000,100% ,Mira Road,Mumbai
Dr. Sandhya Biyani,13,Dentist,500,99% ,Bandra West,Mumbai
Dr. Ajay Rathod,28,Orthopedist,1500,60% ,Tardeo,Mumbai
Dr. D B Bhosale,38,General Surgeon,1000,100% ,Chembur,Mumbai
Dr. Khursheed Ansari,18,Neurologist,1800,100% ,Powai,Mumbai
Dr. Dipti Gandhi,39,Dentist,300,98% ,Ghatkopar East,Mumbai
Dr. Mukul Dabholkar,43,Dentist,500,100% ,Bandra West,Mumbai
Dr. Naazneen Ladak,17,Psychiatrist,2000,91% ,Andheri West,Mumbai
Dr. Bipin A Ghanghurde,15,Orthopedist,2000,100% ,Santacruz West,Mumbai
Dr. Himanshu Mehta,40,Ophthalmologist,1200,92% ,Juhu,Mumbai
Dr. Prashanth Rao,31,Laparoscopic Surgeon,1850,100% ,Parel,Mumbai
Dr. Krishna Vora,29,Ear-Nose-Throat (ENT) Specialist,1500,91% ,Tardeo,Mumbai
Dr. Rajesh Shah,38,Homoeopath,5000,88% ,Chembur,Mumbai
Dr. Deepam J. Shah,13,Dermatologist,1500,96% ,Opera House,Mumbai
Dr. Vijay Agarwal,41,General Physician,500,92% ,Kandivali East,Mumbai
Dr. Saumya Shetty,12,Dermatologist,800,92% ,Chembur East,Mumbai
Dr. Paresh C. Trivedi,28,Psychiatrist,1500,96% ,Andheri West,Mumbai
Dr. Prashant Patel,26,Dentist,500,99% ,Borivali West,Mumbai
Dr. Geeta Malkan Billa,32,Gastroenterologist,1900,88% ,Powai,Mumbai
Dr. Ajay Thaker,27,Dentist,300,99% ,Mulund West,Mumbai
Dr. Swapnil Shah,34,Dentist,500,98% ,Powai,Mumbai
Ms. Saachi Arora,3,Psychologist,2000,100% ,Khar West,Mumbai
Dr. Swapnil Mehta,17,Pulmonologist,1600,78% ,Powai,Mumbai
Dr. Veena G. Shinde,34,Gynecologist/Obstetrician,1000,93% ,Malad West,Mumbai
Dr. Sunita Mohan,14,Ophthalmologist,1000,100% ,Chembur,Mumbai
Dr. Vimal J.Pahuja,18,General Physician,1600,93% ,Powai,Mumbai
Dr. Mandar S Patwardhan,32,Homoeopath,1000,100% ,Dadar West,Mumbai
Dr. Uday B Shetty,38,Dentist,500,98% ,Dadar West,Mumbai
Dr. Shrikant Bhoyar,38,General Surgeon,1000,95% ,Borivali West,Mumbai
Dr. Ashank Bansal,15,Radiologist,1500,100% ,Chembur,Mumbai
Dr. Pooja Sharma Dimri,23,Gynecologist/Obstetrician,1000,100% ,Malad West,Mumbai
Dr. Ritu Sharma,13,Dentist,300,100% ,Borivali East,Mumbai
Dr. Tarun Jain,10,Urologist,2000,100% ,Tardeo,Mumbai
Dr. Ashish Chaurasia,13,Urologist,1200,100% ,Ghatkopar West,Mumbai
Dr. Aniket Mule,8,General Physician,900,89% ,Mira Road,Mumbai
Dr. Aditi Mehta   (Physiotherapist),15,Physiotherapist,500,99% ,Ghatkopar East,Mumbai
Dr. Mangala Patil,36,Gynecologist/Obstetrician,900,70% ,Mira Road,Mumbai
Dr. Jyoti Narla,23,Dentist,500,96% ,Powai,Mumbai
Dr. Bhavna Dedhia,25,Dentist,300,98% ,Ghatkopar East,Mumbai
Dr. Shankar Chawla,40,Homoeopath,2500,99% ,Chembur,Mumbai
Dr. Karanjit Singh Chaudhary,19,Dentist,500,100% ,Tilak Nagar,Mumbai
Dr. Yajuvendra Gawai,24,Orthopedist,1500,98% ,Santacruz West,Mumbai
Dr. Irfan Khan,20,Cardiologist,2600,100% ,Powai,Mumbai
Dr. Sanjeev Ahuja,27,Pediatrician,1100,86% ,Powai,Mumbai
Dr. Ajay Bajaj,30,Dentist,500,96% ,Juhu,Mumbai
Dr. Jayna Shah,34,Dentist,500,100% ,Powai,Mumbai
Dr. Jayesh G. Mehta,33,Dentist,300,98% ,Mulund West,Mumbai
Dr. Anagha Chhatrapati,16,Gynecologist/Obstetrician,1600,100% ,Parel,Mumbai
Dr. Ritu Mehta,7,Dentist,250,100% ,Borivali West,Mumbai
Dr. Suchitra Pandit,40,Gynecologist/Obstetrician,2000,94% ,Santacruz West,Mumbai
Dr. Haresh  Timbadia,42,Cosmetologist,1200,95% ,Borivali West,Mumbai
Dr. Ravindra Hodarkar,46,Urologist,1200,43% ,Chembur,Mumbai
Dr. Pavitra Shanbhag Bhat,21,Ophthalmologist,1100,100% ,Powai,Mumbai
Dr. Ajay Doiphode,26,Ear-Nose-Throat (ENT) Specialist,1000,98% ,Andheri West,Mumbai
Dr. Vrunda  Karanjgaokar,30,Gynecologist/Obstetrician,1200,100% ,Chembur,Mumbai
Dr. Suhas Lele,42,Dentist,1000,98% ,Prabhadevi,Mumbai
Dr. Rushikesh Patil,19,Cardiologist,2600,92% ,Powai,Mumbai
Dr. Vibha Murarka,20,Dermatologist,1700,99% ,Girgaon,Mumbai
Dr. Shruti Avinash Bajaj,15,Pediatrician,2500,100% ,Malad West,Mumbai
Dr. Kunal Mehta,14,Dentist,200,99% ,Mira Road,Mumbai
Dr. Mukund Andakar,32,Urologist,1500,40% ,Tardeo,Mumbai
Dr. Susheel Deshmukh,19,Ophthalmologist,500,97% ,Goregaon East,Mumbai
Dr. Pavan Pai,16,Neurologist,1000,100% ,Mira Road,Mumbai
Dr. Amruta Bhalchandra Wadekar,29,Dentist,500,100% ,Dahisar East,Mumbai
Dr. Simi Saksena,34,General Surgeon,1500,99% ,Andheri West,Mumbai
Dr. Jayanti Kamat,31,Gynecologist/Obstetrician,1000,89% ,Jogeshwari East,Mumbai
Dr. Anup Taksande,20,Cardiologist,750,100% ,Mira Road,Mumbai
Dr. Reshma Palep,18,General Surgeon,1500,100% ,Tardeo,Mumbai
Dr. Sonali Pandit,26,Ear-Nose-Throat (ENT) Specialist,800,98% ,Chembur,Mumbai
Dr. Rahul Pagare,17,Dentist,200,97% ,Govandi,Mumbai
Dr. Anita S. Chavan,23,Gynecologist/Obstetrician,1200,100% ,Malad West,Mumbai
Dr. Zeel N. Mody,13,Dentist,300,100% ,Ghatkopar West,Mumbai
Dr. Chetana Bindrani,12,Dentist,1000,99% ,Santacruz West,Mumbai
Dr. Sujit Shanshanwal,14,Dermatologist,1500,99% ,Santacruz West,Mumbai
Dr. Siddhi Saijan,13,Dentist,200,98% ,Borivali West,Mumbai
Dr. Urvi Shah,23,Dentist,300,98% ,Mulund West,Mumbai
Dr. Jigna Sanghavi,14,Dentist,200,99% ,Mira Road,Mumbai
Dr. Ajaykumar R. Gajengi,19,Urologist,1000,93% ,Borivali West,Mumbai
Dr. Aditi Gaur,12,Dentist,300,100% ,Mulund West,Mumbai
Dr. Shobha Sharma,44,Pediatrician,1500,50% ,Santacruz West,Mumbai
Dr. Chandranath Tiwari,21,Neurosurgeon,800,100% ,Tardeo,Mumbai
Dr. Kruti Harsh Mehta   (Physiotherapist),14,Physiotherapist,500,100% ,Vikhroli,Mumbai
Dr. Rajiv Rajan,24,Dentist,300,100% ,Chembur East,Mumbai
Dr. Rajendra Shah,45,Dentist,200,96% ,Powai,Mumbai
Dr. Rajul S. Parikh,29,Ophthalmologist,950,98% ,Andheri West,Mumbai
Dr. Jay N. Harde,31,Homoeopath,250,96% ,Borivali,Mumbai
Dr. Kaustubh Ravindra Durve,23,Orthopedist,1500,86% ,Chembur,Mumbai
Dr. Pankaj Ashok Agarwal,26,Neurologist,2350,79% ,Parel,Mumbai
Dr. Adhye,40,Homoeopath,1700,98% ,Chembur,Mumbai
Dr. Mili S. Joshi,26,Pediatrician,1000,97% ,Santacruz East,Mumbai
Dr. Indumathi Kuberan,30,General Physician,1200,100% ,Borivali East,Mumbai
Dr. Anand Narla,24,Dentist,500,95% ,Powai,Mumbai
Dr. Shraddha Khot   (Physiotherapist),16,Physiotherapist,500,100% ,Borivali West,Mumbai
Dr. Prashant M Mullerpatan,26,General Surgeon,2000,99% ,Chembur,Mumbai
Dr. Urmil Arora,58,Dentist,300,100% ,Khar West,Mumbai
Dr. Nitin A Jain,17,GastroIntestinal Surgeon,1000,85% ,Powai,Mumbai
Dr. Ajanta Narvekar,41,Gynecologist/Obstetrician,2000,50% ,Matunga,Mumbai
Dr. Jolly Shah Kapadia,24,Dermatologist,1000,95% ,Mulund West,Mumbai
Dr. Pallavi Parekh,17,Dentist,500,99% ,Bandra West,Mumbai
Dr. Nitesh Motwani,15,Dentist,400,97% ,Andheri West,Mumbai
Dr. Anita Soni,32,Gynecologist/Obstetrician,1300,73% ,Powai,Mumbai
Dr. Jinendra K Jain,21,General Physician,900,78% ,Mira Road,Mumbai
Dr. Piyush Sureshkumar Shah,18,Pediatrician,1000,98% ,Malad West,Mumbai
Dr. Shilpa Mittal,25,Dentist,500,98% ,Kandivali East,Mumbai
Dr. Girish Bhalerao,16,Orthopedist,900,100% ,Mira Road,Mumbai
Dr. Pallavi Bipte,13,Ophthalmologist,1200,100% ,Chembur,Mumbai
Dr. Erbaz Riyazahmed Momin,24,General Surgeon,1500,100% ,Chembur,Mumbai
Dr. Bharat V Shah,43,Nephrologist,2850,88% ,Parel,Mumbai
Dr. Raju Manmohan,29,Gynecologist/Obstetrician,1000,88% ,Chembur,Mumbai
Dr. Vaishali Kanthi,25,Dermatologist,800,95% ,Bhandup West,Mumbai
Dr. Jagat Shah,21,Homoeopath,800,97% ,Borivali West,Mumbai
Dr. Chitrang Thaker,23,Dentist,500,100% ,Goregaon East,Mumbai
Dr. Bakar Ali Kadiwala,20,Ophthalmologist,1500,96% ,Tardeo,Mumbai
Dr. Sahil Chheda,13,Dentist,200,100% ,Tardeo,Mumbai
Dr. Rasna Kapoor,24,Dermatologist,500,100% ,Bandra West,Mumbai
Dr. Suresh Isawe,42,Dentist,1000,95% ,Malad West,Mumbai
Dr. Priyal Virani,16,Dentist,400,93% ,Mulund West,Mumbai
Dr. Praful Barvalia,42,Homoeopath,2500,100% ,Ghatkopar East,Mumbai
Dr. Amrish Vaidya,36,Pediatric Surgeon,2000,100% ,Santacruz West,Mumbai
Dr. Rajiv Anand,47,Psychiatrist,2000,94% ,Andheri West,Mumbai
Dr. Irfan Kachwala,18,Dentist,500,100% ,Khar West,Mumbai
Dr. Samir Rajadhyaksha,30,Rheumatologist,2100,100% ,Parel,Mumbai
Dr. Saba Rasool,23,Dentist,1000,100% ,Andheri West,Mumbai
Dr. Natasha Laxmilal Vageriya,17,Pediatric Surgeon,1300,100% ,Powai,Mumbai
Dr. Shulmit Vaidya,22,General Surgeon,800,94% ,Tardeo,Mumbai
Dr. Sonia Tekchandani,37,Dermatologist,2000,95% ,Andheri West,Mumbai
Dr. Seema Behl,32,Ophthalmologist,800,99% ,Andheri East,Mumbai
Dr. Shefali Parikh,27,Ophthalmologist,950,91% ,Andheri West,Mumbai
Dr. Mukesh Shah,40,Urologist,700,98% ,Andheri West,Mumbai
Dr. Prabha Acharya,35,Homoeopath,1500,97% ,Andheri East,Mumbai
Dr. Ashwini Bhalerao,30,Dentist,1000,98% ,Andheri West,Mumbai
Dr. Arpit Doshi,15,Dentist,600,96% ,Ghatkopar East,Mumbai
Dr. Mohak Ruparel,14,Dentist,500,96% ,Colaba,Mumbai
Dr. Meghana D Sarvaiya,21,Gynecologist/Obstetrician,1000,99% ,Malad West,Mumbai
Dr. Shounak Parekh,28,Ophthalmologist,1500,97% ,Bandra West,Mumbai
Dr. Jasmit B.Desai,14,Dentist,300,97% ,Borivali West,Mumbai
Dr. Janaki Kodkani,27,Ophthalmologist,1000,93% ,Bandra West,Mumbai
Dr. Aashiq Shaikh,14,Dentist,400,100% ,Bhandup West,Mumbai
Dr. Ashutosh Baghel,18,Urologist,1000,100% ,Mira Road,Mumbai
Dr. Sanket Sheth,16,Dentist,500,99% ,Ghatkopar East,Mumbai
Dr. Pradeep Prabhakar Rao,33,Urologist,1850,56% ,Parel,Mumbai
Dr. Girish Shetake,17,Dentist,400,97% ,Sakinaka,Mumbai
Dr. Sejal Saheta,19,Dermatologist,1000,95% ,Powai,Mumbai
Dr. Shweta Vyas,8,Dentist,250,97% ,Kandivali West,Mumbai
Dr. Rajeev Singh,13,General Surgeon,1000,100% ,Ghatkopar West,Mumbai
Dr. Sagar Mundada,12,Psychiatrist,2000,97% ,Powai,Mumbai
Dr. Gauri Kadam,19,Dentist,600,100% ,Andheri West,Mumbai
Dr. Minita Mehta Solanki   (Physiotherapist),12,Physiotherapist,500,97% ,Andheri West,Mumbai
Dr. Rachana Rai   (Physiotherapist),21,Physiotherapist,800,98% ,Jogeshwari East,Mumbai
Dr. Devesh Dholakia,32,Orthopedist,1750,100% ,Parel,Mumbai
Ms. Geeta Shenoy,33,Dietitian/Nutritionist,2500,98% ,Chembur East,Mumbai
Dr. Abhijit Pawar,21,Dentist,200,100% ,Powai,Mumbai
Dr. Bindu Sthalekar,35,Dermatologist,3000,96% ,Khar West,Mumbai
Dr. Vivian Varghese,12,Dentist,300,100% ,Borivali West,Mumbai
