Doctor Name,Experience,Speciality,Fees,Rating,Locality,City
Ms. Meghna Parekh Sheth,26,Dietitian/Nutritionist,500,96% ,Kandivali West,Mumbai
Ms. Ritu Agarwal,20,Dietitian/Nutritionist,2000,100% ,Andheri West,Mumbai
Ms. Kanchan Patwardhan,26,Dietitian/Nutritionist,800,98% ,Kurla East,Mumbai
Ms. Richa Doshi,13,Dietitian/Nutritionist,1000,97% ,Kandivali West,Mumbai
Ms. Shweta Uchil,24,Dietitian/Nutritionist,250,93% ,Kandivali West,Mumbai
Ms. Richa Anand,23,Dietitian/Nutritionist,900,100% ,Powai,Mumbai
Ms. Venu Adhiya Hirani,29,Dietitian/Nutritionist,1000,100% ,Andheri West,Mumbai
Ms. Deepa Nandy,16,Dietitian/Nutritionist,2500,99% ,Andheri West,Mumbai
Ms. Pradnya Padhye,22,Dietitian/Nutritionist,1500,100% ,Powai,Mumbai
Ms. Mukta Tolani,9,Dietitian/Nutritionist,3000,97% ,Kandivali West,Mumbai
Ms. Setareh Nouri,5,Dietitian/Nutritionist,600,100% ,Andheri West,Mumbai
Ms. Radhika Gawade,20,Dietitian/Nutritionist,450,100% ,Bandra,Mumbai
Dr. Sunita Jonwal,27,Ayurveda,500,89% ,Borivali West,Mumbai
Dr. Arun Kumar,15,Ayurveda,800,96% ,Dadar West,Mumbai
Dr. Amit Aroskar,35,Ayurveda,800,100% ,Borivali West,Mumbai
Dr. Sheeba Raveendran,24,Ayurveda,800,97% ,Borivali West,Mumbai
Dr. Nitin Goradia,35,Ayurveda,400,98% ,Grant Road,Mumbai
Dr. Darshan Desai,31,Ayurveda,1500,98% ,Borivali West,Mumbai
Dr. Sanjay Erande,22,Ayurveda,1600,97% ,Dadar West,Mumbai
Dr. Rajshree Chavan,17,Ayurveda,1000,100% ,Dadar East,Mumbai
Dr. Manasi Shreyas Joshi,14,Ayurveda,600,100% ,Mulund West,Mumbai
Dr. Dipak D Goradia,46,Ayurveda,1500,94% ,Grant Road,Mumbai
Dr. Bhadra P. Vaidya,21,Ayurveda,700,100% ,Goregaon West,Mumbai
Dr. Varsha Gupta,15,Ayurveda,500,96% ,Ghatkopar West,Mumbai
Dr. Govind Lihinar,10,Ayurveda,500,95% ,Tilak Nagar,Mumbai
Dr. Jyoti R Jangale,15,Ayurveda,800,100% ,Mulund West,Mumbai
Dr. Vishrut Newaskar,15,Ayurveda,1500,100% ,Bandra West,Mumbai
Dr. Ketki Trivedi,37,Ayurveda,300,100% ,Vileparle West,Mumbai
Dr. Hemang Parekh,19,Ayurveda,300,100% ,Malad West,Mumbai
Dr. Neetu Patel,28,Ayurveda,400,100% ,Malad West,Mumbai
Dr. Amol Gaikwad,17,Ayurveda,299,71% ,Mira Road,Mumbai
Dr. Prachi M Mhaskar,14,Ayurveda,299,100% ,Chembur,Mumbai
Dr. Mayuri Surve,13,Ayurveda,300,80% ,Ghatkopar East,Mumbai
Dr. Hiral Bhatt,13,Ayurveda,800,100% ,Andheri East,Mumbai
Dr. Baburao Kshirsagar,31,Ayurveda,299,67% ,Chembur,Mumbai
Dr. Priyanka Shukla,14,Ayurveda,300,98% ,Kemps Corner,Mumbai
Dr. Anita Gupta,28,Ayurveda,2000,96% ,Mulund West,Mumbai
Dr. Nitin R Kochar,28,Ayurveda,2000,100% ,Goregaon West,Mumbai
Dr. Kuldip Raj Kohli,41,Ayurveda,1000,100% ,Lower Parel,Mumbai
Dr. Dineshchandra  Goradia,59,Ayurveda,1500,100% ,Grant Road,Mumbai
Dr. Deepali Shastri,29,Ayurveda,300,100% ,Malad West,Mumbai
Dr. Pranav Gujarathi,15,Ayurveda,300,100% ,Kemps Corner,Mumbai
Dr. Patil Priyanka Harishchandra,14,Ayurveda,300,100% ,Mira Bhayandar,Mumbai
Dr. Karande Shalaka Vijay,12,Ayurveda,300,100% ,Goregaon West,Mumbai
Dr. Mahajan Deepak Sevakram,15,Ayurveda,300,86% ,Dadar,Mumbai
Dr. Ashish Hariram Yadav,10,Ayurveda,299,100% ,Kandivali East,Mumbai
Dr. Bhavesh Acharya,26,Homoeopath,500,98% ,Andheri East,Mumbai
Dr. Rajesh Shah,34,Homoeopath,1500,88% ,Chembur,Mumbai
Dr. P M Bhanej,38,Homoeopath,5000,92% ,Malad West,Mumbai
Dr. Hitesh Shah,54,Homoeopath,700,99% ,Kandivali West,Mumbai
Dr. Amit Vora,35,Homoeopath,1500,97% ,Bhandup West,Mumbai
Dr. Adhye,19,Homoeopath,1000,98% ,Chembur,Mumbai
Dr. Kukreja A. Kalani,40,Homoeopath,1700,98% ,Powai,Mumbai
Dr. Praful Barvalia,26,Homoeopath,500,100% ,Ghatkopar East,Mumbai
Dr. Rajiv Bhanej,42,Homoeopath,2500,97% ,Malad West,Mumbai
Dr. Prabha Acharya,22,Homoeopath,700,98% ,Andheri East,Mumbai
Dr. Brijesh Kumar Yadav,14,Homoeopath,500,96% ,Mira Road,Mumbai
Dr. Rajesh D Rambhia,32,Homoeopath,600,98% ,Mulund West,Mumbai
Dr. Yash Girish Shete,8,Homoeopath,500,100% ,Malad West,Mumbai
Dr. Sonal H Sanghavi,29,Homoeopath,1500,100% ,Borivali West,Mumbai
Dr. Subhash K Dhawale,23,Homoeopath,2500,97% ,Parel,Mumbai
Dr. Amol Rane,23,Homoeopath,1500,100% ,Bhandup West,Mumbai
Dr. Kinjal Shah,14,Homoeopath,2200,100% ,Kandivali West,Mumbai
Dr. Reny Miglani,38,Homoeopath,700,100% ,Mulund West,Mumbai
Dr. Neeta Korgaonkar,20,Homoeopath,700,100% ,Vikhroli East,Mumbai
Dr. Pramod Patil,16,Homoeopath,2000,99% ,Borivali East,Mumbai
Dr. Swati Upendra Limaye,26,Homoeopath,1500,100% ,Goregaon East,Mumbai
Dr. Prathamesh Naik,8,Homoeopath,500,100% ,Dadar,Mumbai
Dr. Kerfegar Wadia,9,Homoeopath,700,88% ,Colaba,Mumbai
Dr. Amrita Utekar,11,Homoeopath,1500,100% ,Chembur,Mumbai
Dr. Pooja S Parab,17,Homoeopath,1500,100% ,Goregaon East,Mumbai
Dr. Namita P. Patil,15,Homoeopath,1000,100% ,Borivali East,Mumbai
Dr. Palak Shah Sangoi,13,Homoeopath,2200,100% ,Kandivali West,Mumbai
Dr. Swati Subhash Dhawale,22,Homoeopath,2500,100% ,Parel,Mumbai
Dr. Kainaz Billimoria,10,Homoeopath,500,50% ,Cumballa Hill,Mumbai
Dr. Neetu Jetwani,16,Homoeopath,1500,33% ,Chembur,Mumbai
Dr. Mandar S Patwardhan,32,Homoeopath,1000,100% ,Dadar West,Mumbai
Dr. Jay N. Harde,31,Homoeopath,250,96% ,Borivali,Mumbai
Dr. Ishan B. Thakkar,14,Homoeopath,1500,100% ,Borivali West,Mumbai
Dr. Prajakta Vaidya,15,Homoeopath,3000,97% ,Malad West,Mumbai
Dr. Shankar Chawla,40,Homoeopath,2500,99% ,Chembur,Mumbai
Dr. Prakash Kumar Jha,25,Homoeopath,450,92% ,Mira Road,Mumbai
Dr. Manisha Mehboobani,27,Homoeopath,450,80% ,Khar West,Mumbai
Dr. Hetal Pabaria,20,Homoeopath,450,100% ,Mulund West,Mumbai
Dr. Hemant T Nandu,40,Homoeopath,2000,99% ,Matunga East,Mumbai
Dr. Harleen S Kaur,13,Homoeopath,1500,97% ,Khar West,Mumbai
Dr. Aparna Joshi,30,Homoeopath,2500,100% ,Kandivali West,Mumbai
Dr. Bhagunde Jaya Ashok,20,Homoeopath,500,86% ,Vakola,Mumbai
Dr. Ashish Phoolchand Prajapati,13,Homoeopath,450,80% ,Borivali West,Mumbai
Dr. Sejal Vivek Parekar,28,Homoeopath,450,50% ,Borivali West,Mumbai
Dr. Preety Shah,15,Homoeopath,3000,100% ,Malad West,Mumbai
Dr. Kavita Nayak,24,Homoeopath,450,100% ,Borivali West,Mumbai
Dr. Saadan  Shahid,25,Homoeopath,450,100% ,Lokhandwala,Mumbai
Dr. Shruti Sheth,15,Homoeopath,400,100% ,Ghatkopar East,Mumbai
Dr. Angelo Smith,23,Homoeopath,500,99% ,Matunga West,Mumbai
Dr. Swarup Sampat,19,Homoeopath,450,57% ,Lokhandwala,Mumbai
Dr. Krutika Dongre,10,Homoeopath,450,97% ,Sion,Mumbai
Dr. Afifa Syed,9,Homoeopath,450,100% ,Girgaon,Mumbai
Dr. Alka Barvalia,16,Homoeopath,2000,100% ,Ghatkopar East,Mumbai
Dr. Anagha Patwardhan,30,Homoeopath,1000,100% ,Dadar West,Mumbai
Dr. Nayan Supekar,7,Homoeopath,450,94% ,Ghatkopar East,Mumbai
Dr. Yafta Saiyad,22,Homoeopath,500,100% ,Santacruz West,Mumbai
Dr. Sourabh Welling,21,Homoeopath,500,100% ,Andheri East,Mumbai
Dr. Shetty Kshiti,27,Homoeopath,450,100% ,Mulund West,Mumbai
Dr. Fayyaz A Sattar,27,Unani,500,97% ,Andheri West,Mumbai
Dr. Sayyed HabibKarim,32,Unani,800,100% ,Bandra West,Mumbai
Dr. Naseem Ahmed,12,Unani,500,100% ,Malad West,Mumbai
Dr. Aijaz A. Khan,22,Unani,200,100% ,Bhayandar East,Mumbai
Dr. Zameerul Hasan,50,Unani,100,100% ,Govandi,Mumbai
Dr. Parvez A.Shaikh,19,Unani,200,100% ,Kurla West,Mumbai
Dr. Ansari Azimullah,30,Unani,200,100% ,Agripada,Mumbai
Dr. Afroz Shaikh,35,Unani,300,100% ,Sakinaka,Mumbai
Dr. Manasi Shreyas Joshi,10,Yoga and Naturopathy,500,100% ,Mulund West,Mumbai
Mr. Ashutosh Pandey,12,Yoga and Naturopathy,500,92% ,Andheri East,Mumbai
Dr. Kalai Swamy,17,Yoga and Naturopathy,200,88% ,Bhandup West,Mumbai
Dr. Shreya Jaiswal,15,Yoga and Naturopathy,300,100% ,Kandivali West,Mumbai
Mr. Sunil Kumar Janapareddy,13,Yoga and Naturopathy,700,96% ,Andheri West,Mumbai
Dr. Milandeep Kaur Bhogal,8,Yoga and Naturopathy,1000,100% ,Andheri West,Mumbai
Ms. Varsha Ugaonkar,4,Yoga and Naturopathy,300,100% ,Mulund West,Mumbai
Ms. Abha R Vora,22,Yoga and Naturopathy,1250,97% ,Ghatkopar East,Mumbai
Dr. Medha P Sawant,30,Yoga and Naturopathy,700,100% ,Matunga,Mumbai
Dr. Dt. Urvi Ved,18,Yoga and Naturopathy,1000,78% ,Sion,Mumbai
Dr. Manoj Bodhwani,39,Prosthodontist,300,98% ,Khar West,Mumbai
Dr. Shantanu Jambhekar,17,Prosthodontist,700,99% ,Parel,Mumbai
Dr. Priyanka Deshpande,16,Prosthodontist,500,99% ,Borivali West,Mumbai
Dr. Karanjit Singh Chaudhary,20,Prosthodontist,600,100% ,Tilak Nagar,Mumbai
Dr. Rati Chadha,19,Prosthodontist,500,99% ,Bandra West,Mumbai
Dr. Dhruti Raut Chavan,15,Prosthodontist,500,98% ,Dadar East,Mumbai
Dr. Sharada P Gowda,12,Prosthodontist,500,98% ,Goregaon East,Mumbai
Dr. Gauri Kadam,14,Prosthodontist,500,100% ,Andheri West,Mumbai
Dr. Bhavin Shah,19,Prosthodontist,600,99% ,Goregaon East,Mumbai
Dr. Sagar J Abichandani,14,Prosthodontist,500,95% ,Andheri West,Mumbai
Dr. Kunal Chavan,14,Prosthodontist,500,98% ,Bhandup West,Mumbai
Dr. Namrata Jadwani,9,Prosthodontist,1000,99% ,Bandra West,Mumbai
Dr. Shruti Shanbhag,13,Prosthodontist,700,100% ,Mahim,Mumbai
Dr. Husain Harianawala,14,Prosthodontist,1000,94% ,Lokhandwala,Mumbai
Dr. Stimita Kamdar,39,Prosthodontist,500,98% ,Andheri West,Mumbai
Dr. Kaiwan K. Shroff,13,Prosthodontist,1000,100% ,Bandra West,Mumbai
Dr. Mitali Gandhi,14,Prosthodontist,400,100% ,Ghatkopar East,Mumbai
Dr. Radhika Parekh Paleja,15,Prosthodontist,1500,100% ,Khar West,Mumbai
Dr. Parampreet Kohli,10,Prosthodontist,1000,100% ,Andheri West,Mumbai
Dr. Akshay Bandewar,11,Prosthodontist,300,100% ,Chembur East,Mumbai
Dr. Pratiksha Tiwari,8,Prosthodontist,300,100% ,Mulund East,Mumbai
Dr. Piyusha Shankar,8,Prosthodontist,1000,100% ,Peddar Road,Mumbai
Dr. Swapnil Pande,14,Prosthodontist,300,89% ,Mira-Bhayandar Road,Mumbai
Dr. Akshi Gvalani,12,Prosthodontist,500,100% ,Tardeo,Mumbai
Dr. Meghna Dang,18,Prosthodontist,500,95% ,Bandra West,Mumbai
Dr. Sanket Rane,13,Prosthodontist,300,99% ,Jogeshwari East,Mumbai
Dr. Sana Kazi,5,Prosthodontist,500,100% ,Oshiwara,Mumbai
Dr. Burzin Khan,36,Prosthodontist,1000,99% ,Fort,Mumbai
Dr. Irfan Kachwala,18,Prosthodontist,500,100% ,Khar West,Mumbai
Dr. Viraj Kakade,16,Prosthodontist,500,100% ,Juhu,Mumbai
Dr. Poorvi Chothani Kachwala,15,Prosthodontist,500,100% ,Andheri West,Mumbai
Dr. Nysha Garg,15,Prosthodontist,500,99% ,Goregaon East,Mumbai
Dr. Rushad Nariman,14,Prosthodontist,500,100% ,Malad West,Mumbai
Dr. Manish Agarwal,25,Prosthodontist,500,98% ,Bandra West,Mumbai
Dr. Nikita Virdiya,10,Prosthodontist,200,94% ,Kandivali West,Mumbai
Dr. Kaynat Gilani,13,Prosthodontist,1000,100% ,Khar West,Mumbai
Dr. Ashitesh Kumar,8,Orthodontist,800,100% ,Chembur East,Mumbai
Dr. Priyanka Basu,12,Orthodontist,500,98% ,Andheri West,Mumbai
Dr. Priyanka S. Udeshi,11,Orthodontist,500,100% ,Prabhadevi,Mumbai
Dr. Jignesh Kothari,9,Orthodontist,500,97% ,Santacruz West,Mumbai
Dr. Soham Mallick,20,Orthodontist,1000,100% ,Powai,Mumbai
Dr. Kavin J. Shah,11,Orthodontist,500,100% ,JB Nagar,Mumbai
Dr. Vishal Dhanjani,14,Orthodontist,500,100% ,Ghatkopar East,Mumbai
Dr. Amit Majethia,20,Orthodontist,500,100% ,Ghatkopar East,Mumbai
Dr. Aditi Gaur,13,Orthodontist,500,100% ,Mulund West,Mumbai
Dr. Anand Narla,12,Orthodontist,300,95% ,Powai,Mumbai
Dr. Aniket Gandhi,15,Orthodontist,400,94% ,Ghatkopar East,Mumbai
Dr. Jignesh Kothari,20,Orthodontist,1000,97% ,Santacruz West,Mumbai
Dr. Varun Parikh,15,Orthodontist,500,99% ,Ghatkopar East,Mumbai
Dr. Amit Majethia,13,Orthodontist,500,100% ,Ghatkopar East,Mumbai
Dr. Sneha Hukmani Sheth,15,Orthodontist,500,100% ,Ghatkopar East,Mumbai
Dr. Priyanka Basu,11,Orthodontist,500,98% ,Andheri West,Mumbai
Dr. Priyanka S. Udeshi,9,Orthodontist,500,100% ,Prabhadevi,Mumbai
Dr. Vishal Dhanjani,20,Orthodontist,500,100% ,Ghatkopar East,Mumbai
Dr. Pooja Sable,10,Orthodontist,500,100% ,Kandivali West,Mumbai
Dr. Deep Garg,14,Orthodontist,500,100% ,Borivali West,Mumbai
Dr. Soham Mallick,11,Orthodontist,500,100% ,Powai,Mumbai
Dr. Dhvani Doshi,10,Orthodontist,600,50% ,Borivali West,Mumbai
Dr. Arpit Doshi,15,Orthodontist,600,96% ,Ghatkopar East,Mumbai
Dr. Sachin Singh,12,Orthodontist,300,97% ,Kandivali West,Mumbai
Dr. Sneh Mehta,12,Orthodontist,500,100% ,Ghatkopar East,Mumbai
Dr. Rajesh Kamdar,40,Orthodontist,800,98% ,Andheri West,Mumbai
Dr. Naman Hiralal Vora,22,Orthodontist,500,99% ,Mulund West,Mumbai
Dr. Tanuja Deshpande,15,Orthodontist,700,100% ,Mahim,Mumbai
Dr. Vivek S,12,Orthodontist,300,100% ,Mira Road,Mumbai
Dr. Vivek P Soni,38,Orthodontist,700,20% ,Powai,Mumbai
Dr. Yoban Shetty,24,Orthodontist,500,100% ,Chembur,Mumbai
Dr. Raj Shah,14,Orthodontist,500,98% ,Kemps Corner,Mumbai
Dr. Sumit Bohra,12,Orthodontist,500,100% ,Prabhadevi,Mumbai
Dr. Mayank Jain,11,Orthodontist,500,100% ,Goregaon West,Mumbai
Dr. Akhil Patil,8,Orthodontist,500,100% ,Khar West,Mumbai
Dr. Saloni Gala,8,Orthodontist,300,100% ,Mulund West,Mumbai
Dr. Bhagyashree Jadhav,10,Orthodontist,1000,100% ,Khar West,Mumbai
Dr. Shailesh Rojekar,39,Endodontist,300,96% ,Prabhadevi,Mumbai
Dr. Zeel N. Mody,31,Endodontist,800,100% ,Ghatkopar West,Mumbai
Dr. Nishant Gandhi,13,Endodontist,300,98% ,Powai,Mumbai
Dr. Sanket Sheth,17,Endodontist,500,99% ,Ghatkopar East,Mumbai
Dr. Gaurav Poplai,16,Endodontist,500,99% ,Bandra West,Mumbai
Dr. Siddhi Dinesh Prabhu,15,Endodontist,500,100% ,Grant Road,Mumbai
Dr. Harsh Haren Shah,13,Endodontist,300,99% ,Mira Road,Mumbai
Dr. Sonia Anare,13,Endodontist,200,100% ,Parel,Mumbai
Dr. Bandish Parekh,14,Endodontist,500,99% ,Matunga,Mumbai
Dr. Zeeshan Ladhani,15,Endodontist,500,100% ,Colaba,Mumbai
Dr. Meeta Malik,16,Endodontist,800,99% ,Bandra West,Mumbai
Dr. Hetal Kothari,26,Endodontist,500,100% ,Santacruz West,Mumbai
Dr. Amit Oswal,14,Endodontist,200,92% ,Lal baug,Mumbai
Dr. Kanika Madan,13,Endodontist,500,96% ,Bandra West,Mumbai
Dr. Prasad Rane,22,Endodontist,800,99% ,Andheri West,Mumbai
Dr. Reema Nanavati,15,Endodontist,500,100% ,Goregaon East,Mumbai
Dr. Nihar P Thakkar,13,Endodontist,300,100% ,Mulund West,Mumbai
Dr. Shrutika Jaju,12,Endodontist,500,100% ,Vileparle West,Mumbai
Dr. Shishir Singh,35,Endodontist,500,100% ,Khar West,Mumbai
Dr. Farhath Sayed,12,Endodontist,1000,98% ,Lokhandwala,Mumbai
Dr. Pranav Thakkar,9,Endodontist,500,100% ,Mulund West,Mumbai
Dr. Madhavi Shetty,10,Endodontist,500,94% ,Turner Road,Mumbai
Dr. Mohan Vs,43,Endodontist,800,96% ,Andheri East,Mumbai
Dr. Ajay Bajaj,30,Endodontist,500,98% ,Juhu,Mumbai
Dr. Abhijit V. Shetty,15,Endodontist,300,100% ,Chembur,Mumbai
Dr. Divya Sinha,14,Endodontist,500,100% ,Chembur East,Mumbai
Dr. Sulabhi Shyam,13,Endodontist,500,96% ,Andheri West,Mumbai
Dr. Mohit Bodhwani,13,Endodontist,500,94% ,Khar West,Mumbai
Dr. Darshan Shah,13,Endodontist,800,99% ,Santacruz East,Mumbai
Dr. Reshma Phulwar,8,Implantologist,800,96% ,Chembur,Mumbai
Dr. Parag M. Khatri,27,Implantologist,500,99% ,Andheri East,Mumbai
Dr. Manish Kachhara,30,Implantologist,500,99% ,Ghatkopar East,Mumbai
Dr. Manoj Bodhwani,21,Implantologist,500,98% ,Khar West,Mumbai
Dr. Rajesh Shetty,17,Implantologist,700,98% ,Bandra West,Mumbai
Dr. Gautam Laud,27,Implantologist,1000,98% ,Kemps Corner,Mumbai
Dr. Manisha Mehta,25,Implantologist,1000,98% ,Worli,Mumbai
Dr. Shantanu Jambhekar,17,Implantologist,500,99% ,Parel,Mumbai
Dr. Darshan Hiralal Vora,16,Implantologist,500,99% ,Mulund West,Mumbai
Dr. Gautam Kikeri,25,Implantologist,500,100% ,Powai,Mumbai
Dr. Rajendra Sankpal,31,Implantologist,600,95% ,Powai,Mumbai
Dr. Vaishali Prasad,22,Implantologist,700,83% ,Powai,Mumbai
Dr. Jeevan Shetty,24,Implantologist,500,96% ,Powai,Mumbai
Dr. Sandhya Biyani,13,Implantologist,500,99% ,Bandra West,Mumbai
Dr. Mukul Dabholkar,43,Implantologist,500,100% ,Bandra West,Mumbai
Dr. Ajay Thaker,27,Implantologist,300,99% ,Mulund West,Mumbai
Dr. Uday B Shetty,38,Implantologist,500,98% ,Dadar West,Mumbai
Dr. Jyoti Narla,23,Implantologist,500,96% ,Powai,Mumbai
Dr. Bhavna Dedhia,25,Implantologist,300,98% ,Ghatkopar East,Mumbai
Dr. Karanjit Singh Chaudhary,19,Implantologist,500,100% ,Tilak Nagar,Mumbai
Dr. Rati Chadha,15,Implantologist,500,99% ,Bandra West,Mumbai
Dr. Kunal Mehta,14,Implantologist,200,99% ,Mira Road,Mumbai
Dr. Manish Purohit,13,Implantologist,100,98% ,Kandivali East,Mumbai
Dr. Sandesh S Kumar,22,Implantologist,500,98% ,Mulund West,Mumbai
Dr. Nitesh Motwani,15,Implantologist,400,97% ,Andheri West,Mumbai
Dr. Chitrang Thaker,23,Implantologist,500,97% ,Goregaon East,Mumbai
Dr. Suresh Isawe,42,Implantologist,1000,95% ,Malad West,Mumbai
Dr. Priyal Virani,16,Implantologist,400,93% ,Mulund West,Mumbai
Dr. Saba Rasool,23,Implantologist,1000,100% ,Andheri West,Mumbai
Dr. Dhruti Raut Chavan,12,Implantologist,500,98% ,Dadar East,Mumbai
Dr. Sharada P Gowda,14,Implantologist,500,98% ,Goregaon East,Mumbai
Dr. Shruti Purohit,12,Implantologist,300,97% ,Kandivali East,Mumbai
Dr. Nishant Gandhi,17,Implantologist,500,98% ,Powai,Mumbai
Dr. Sanket Sheth,16,Implantologist,500,99% ,Ghatkopar East,Mumbai
Dr. Girish Shetake,17,Implantologist,400,97% ,Sakinaka,Mumbai
Dr. Shalini Pal,16,Implantologist,350,100% ,Marol,Mumbai
Dr. Parag Shah,21,Implantologist,600,99% ,Ghatkopar East,Mumbai
Dr. Gaurav Poplai,15,Implantologist,500,99% ,Bandra West,Mumbai
Dr. Vividha Singhania,14,Implantologist,500,100% ,Mahim,Mumbai
Dr. Sejal Jain,13,Implantologist,400,100% ,Vileparle West,Mumbai
Dr. Bhavin Shah,14,Implantologist,500,99% ,Goregaon East,Mumbai
Dr. Manjul Jain,27,Implantologist,750,98% ,Andheri West,Mumbai
Dr. Mohit Solanki,12,Implantologist,500,98% ,Andheri West,Mumbai
Dr. Aniket Gandhi,15,Implantologist,400,94% ,Ghatkopar East,Mumbai
Dr. Abhishek Modi,11,Implantologist,500,100% ,Walkeshwar,Mumbai
Dr. Rohan Virani,17,Implantologist,500,95% ,Mulund West,Mumbai
Dr. Varun Parikh,15,Implantologist,500,99% ,Ghatkopar East,Mumbai
Dr. Jigar Gala,18,Implantologist,1000,96% ,Andheri West,Mumbai
Dr. Amit Majethia,13,Implantologist,500,100% ,Ghatkopar East,Mumbai
Dr. Kunal Chavan,14,Implantologist,500,98% ,Bhandup West,Mumbai
Dr. Menaz Thakkar,14,Implantologist,700,98% ,Chembur,Mumbai
Dr. Amit Chavan,15,Implantologist,500,99% ,Dadar East,Mumbai
Dr. Darshan Sheth,15,Implantologist,500,98% ,Ghatkopar East,Mumbai
Dr. Hetal Kothari,26,Implantologist,500,100% ,Santacruz West,Mumbai
Dr. Urvi Ashar,10,Implantologist,700,99% ,Chembur,Mumbai
Dr. Shraddha Khedkar Nate,19,Implantologist,300,97% ,Bhandup West,Mumbai
Dr. Husain Harianawala,14,Implantologist,1000,94% ,Lokhandwala,Mumbai
Dr. Mayuri Jobanputra Shah,13,Implantologist,500,97% ,Borivali West,Mumbai
Dr. Amit Chablani,15,Implantologist,1000,99% ,Bandra West,Mumbai
Dr. Chetan Bhole,25,Implantologist,500,93% ,Mulund East,Mumbai
Dr. Kaiwan K. Shroff,13,Implantologist,1000,100% ,Bandra West,Mumbai
Dr. Rashmi Shetty,18,Implantologist,500,98% ,Chembur,Mumbai
Dr. Aashish Tiwari,15,Implantologist,300,100% ,Tilak Nagar,Mumbai
Dr. Aditi Lele,15,Implantologist,500,98% ,Prabhadevi,Mumbai
Dr. Shoaib Akhai,14,Implantologist,300,100% ,Lower Parel,Mumbai
Dr. Forum Shah Gada,8,Implantologist,500,99% ,Malad,Mumbai
Dr. Prasad Rane,22,Implantologist,800,99% ,Andheri West,Mumbai
Dr. Neha Mistry,23,Implantologist,500,100% ,Mulund West,Mumbai
Dr. Shagun A Verma,15,Implantologist,1000,100% ,Khar West,Mumbai
Dr. Radhika Parekh Paleja,15,Implantologist,1500,100% ,Khar West,Mumbai
Dr. Aditi Gvalani,18,Implantologist,1000,99% ,Tardeo,Mumbai
Dr. Shravan Chawla,14,Implantologist,1000,100% ,Peddar Road,Mumbai
Dr. Parampreet Kohli,10,Implantologist,1000,100% ,Andheri West,Mumbai
Dr. Ankita Chauhan,12,Implantologist,600,100% ,Ghatkopar West,Mumbai
Dr. Shouvik Chowdhury,17,Implantologist,300,100% ,Bhandup West,Mumbai
Dr. Deep Garg,14,Implantologist,500,100% ,Borivali West,Mumbai
Dr. Priyanka Jairaj Dalvi,12,Implantologist,500,100% ,Vileparle West,Mumbai
Dr. Rahul Oza,13,Implantologist,500,100% ,Juhu,Mumbai
Dr. Himanshu Shah,15,Implantologist,500,98% ,Lamington Road,Mumbai
Dr. Shraddha Deshmukh,10,Implantologist,100,100% ,Kandivali East,Mumbai
Dr. Anshul Gupta,14,Implantologist,500,100% ,Andheri West,Mumbai
Dr. Bhagyashree Bhargude,9,Implantologist,500,97% ,Dadar West,Mumbai
Dr. Ritika Arora,22,Implantologist,800,94% ,Khar West,Mumbai
Dr. Mohan Vs,43,Implantologist,800,96% ,Andheri East,Mumbai
Dr. Ajay Bajaj,30,Implantologist,500,98% ,Juhu,Mumbai
Dr. Hardik J. Shah,18,Implantologist,500,97% ,JB Nagar,Mumbai
Dr. Rahul Pagare,17,Implantologist,200,99% ,Govandi,Mumbai
Dr. Pallavi Parekh,17,Implantologist,500,96% ,Bandra West,Mumbai
Dr. Divya Sinha,14,Implantologist,500,100% ,Chembur East,Mumbai
Dr. Tarun Motwani,31,Implantologist,1000,98% ,Andheri West,Mumbai
Dr. Santosh Nayak,13,Implantologist,500,99% ,Mahim,Mumbai
Dr. Salem Tariq,14,Implantologist,500,99% ,Andheri West,Mumbai
Dr. Rohan Patani,9,Implantologist,500,99% ,Borivali West,Mumbai
Dr. Akshi Gvalani,12,Implantologist,500,100% ,Tardeo,Mumbai
Dr. Akash S. Bhandari,10,Implantologist,500,100% ,Colaba,Mumbai
Dr. Kaushik Gandhi,41,Implantologist,800,100% ,Sion West,Mumbai
Dr. Vipin L Mahurkar,26,Implantologist,800,98% ,Borivali West,Mumbai
Dr. Sandeep Patel,25,Implantologist,400,97% ,Bhandup West,Mumbai
Dr. Ajay Kakar,38,Implantologist,700,67% ,Powai,Mumbai
Dr. Dipti Gandhi,39,Implantologist,300,98% ,Ghatkopar East,Mumbai
Dr. Sana Kazi,5,Implantologist,500,100% ,Oshiwara,Mumbai
Dr. Urvi Shah,23,Implantologist,300,98% ,Mulund West,Mumbai
Dr. Burzin Khan,36,Implantologist,1000,99% ,Fort,Mumbai
Dr. Sahil Chheda,13,Implantologist,200,100% ,Tardeo,Mumbai
Dr. Irfan Kachwala,18,Implantologist,500,100% ,Khar West,Mumbai
Dr. Ashwini Bhalerao,30,Implantologist,1000,97% ,Andheri West,Mumbai
Dr. Viraj Kakade,16,Implantologist,500,100% ,Juhu,Mumbai
Dr. Bhavesh D. Rusawat,13,Implantologist,500,96% ,Borivali West,Mumbai
Dr. Rahul Pagare,17,Implantologist,200,97% ,Govandi,Mumbai
Dr. Ashutosh Pai,15,Implantologist,500,100% ,Mahim,Mumbai
Dr. Bhagyashree Bhargude,9,Implantologist,500,92% ,Dadar West,Mumbai
Dr. Khushboo Nikhil Kedia,15,Implantologist,300,100% ,Mulund West,Mumbai
Dr. Neha Mistry,23,Implantologist,500,98% ,Mulund West,Mumbai
